# This file is an anonymized sample of statements from ABN AMRO transactions.
# Each transaction in this sample still has the same format as the original,
# but the data has been scrambled to be anonymized.
#
# The downloaded files have the following naming format: TXT231231235959.TAB
# The numbers in the filename are the date-time of the download: %y%m%d%H%M%S
#
# The original file contains one transaction per line, each line with tab-separated columns.
# This sample file adds empty lines and comment lines, for convenience and ease-of-use.


# Older transactions look like these:

123456789	EUR	20231231	1500,00	1761,75	20231231	261,75	/TRTP/SEPA OVERBOEKING/IBAN/NL01RABO0123456789/BIC/RABONL2U/NAME/FizzBuz Foobarfizbuzbank/REMI/FOOBAR FIZZ BUZZ Stuff. 12 3456789012 WWW.FOOBAR.NL Foo Foobarfizbuzbank/EREF/Z01234567890123456789012                                                            
123456789	EUR	20231231	1761,75	1750,00	20231231	-11,75	/TRTP/SEPA Incasso algemeen doorlopend/CSID/NL00ZZZ123456789012/NAME/Albert Heijn B.V./MARF/AH012345678901234567890123456789012/REMI/Foobarment Foobar Fobar - AB012345678/IBAN/NL00INGB0123456789/BIC/INGBNL2A/EREF/AB0123456789                              
123456789	EUR	20231231	1750,00	1742,50	20231231	-7,50	/TRTP/iDEAL/IBAN/NL01ABNA0123456789/BIC/ABNANL2A/NAME/Tikkie Zakelijk/REMI/B20230101X00ABCD012345678901 0123456789012345 Fizzbuzz Foo Bar NL02ABNA1234567890 Tikkie Zakelijk/EREF/31-12-2023 13:37 0123456789012345

# Multiple accounts can be included in the same file.
# This is also the case of the original downloaded files.

112233445	EUR	20221201	10000,00	8000,00	20221201	-2000,00	SEPA Overboeking                 IBAN: NL01ABNA0123456789        BIC: ABNANL2A                    Naam: J SMITH VAN DE FOOBAR CJ  
112233445	EUR	20230210	8000,00	9427,00	20230210	1427,00	SEPA Overboeking                 IBAN: NL01ABNA0123456789        BIC: ABNANL2A                    Naam: J SMITH VAN DE FOOBAR CJ  
112233445	EUR	20231230	9427,00	9550,99	20231231	123,01	Basic interest                   over the period from            31-12-2022 to 31-12-2023         For interest rates please visit www.abnamro.nl/rente                                             
